timestamp,cpu_percent
2026-05-05 12:54:02.197000+00:00,1.2742599999999997
2026-05-05 12:54:12.197000+00:00,1.80091
2026-05-05 12:54:22.197000+00:00,2.288231111111111
2026-05-05 12:54:32.197000+00:00,2.542205
2026-05-05 12:54:42.197000+00:00,2.7
2026-05-05 12:54:52.197000+00:00,2.1999999999999997
2026-05-05 12:55:02.197000+00:00,1.7800000000000002
2026-05-05 12:55:12.197000+00:00,1.4000280005600108
2026-05-05 12:55:22.197000+00:00,1.2800000000000002
2026-05-05 12:55:32.197000+00:00,1.1799999999999997
2026-05-05 12:55:42.197000+00:00,1.12
2026-05-05 12:55:52.197000+00:00,1.0
2026-05-05 12:56:02.197000+00:00,0.8599828003439934
2026-05-05 12:56:12.197000+00:00,0.6999999999999993
2026-05-05 12:56:22.197000+00:00,0.7199999999999998
2026-05-05 12:56:32.197000+00:00,0.8400168003360067
2026-05-05 12:56:42.197000+00:00,0.9199999999999999
2026-05-05 12:56:52.197000+00:00,0.940018800376007
2026-05-05 12:57:02.197000+00:00,0.9000180003600077
2026-05-05 12:57:12.197000+00:00,0.8400168003360067
2026-05-05 12:57:22.197000+00:00,0.6400128002560058
2026-05-05 12:57:32.197000+00:00,0.500020000800032
2026-05-05 12:57:42.197000+00:00,0.4400000000000004
2026-05-05 12:57:52.197000+00:00,0.4800000000000005
2026-05-05 12:58:02.197000+00:00,0.46000000000000085
2026-05-05 12:58:12.197000+00:00,0.42
2026-05-05 12:58:22.197000+00:00,0.379992400151996
2026-05-05 12:58:32.197000+00:00,0.4599172149013177
2026-05-05 12:58:42.197000+00:00,3.659341318562659
2026-05-05 12:58:52.197000+00:00,6.698794217040932
2026-05-05 12:59:02.197000+00:00,11.1
2026-05-05 12:59:12.197000+00:00,16.54
2026-05-05 12:59:22.197000+00:00,21.764352870574115
2026-05-05 12:59:32.197000+00:00,24.264367386129507
2026-05-05 12:59:42.197000+00:00,28.565713142628525
2026-05-05 12:59:52.197000+00:00,31.999360012799745
2026-05-05 13:00:02.197000+00:00,35.72071441428829
2026-05-05 13:00:12.197000+00:00,42.96
2026-05-05 13:00:22.197000+00:00,47.42094861897239
2026-05-05 13:00:32.197000+00:00,49.98
2026-05-05 13:00:42.197000+00:00,53.70214808592344
2026-05-05 13:00:52.197000+00:00,55.44110882217645
2026-05-05 13:01:02.197000+00:00,57.16000000000001
2026-05-05 13:01:12.197000+00:00,62.101242024840495
2026-05-05 13:01:22.197000+00:00,69.78
2026-05-05 13:01:32.197000+00:00,73.96970060358956
2026-05-05 13:01:42.197000+00:00,80.1455010592797
2026-05-05 13:01:52.197000+00:00,81.76603441728457
2026-05-05 13:02:02.197000+00:00,84.18
2026-05-05 13:02:12.197000+00:00,84.88169763395268
2026-05-05 13:02:22.197000+00:00,85.3580434695593
2026-05-05 13:02:32.197000+00:00,81.28177414835271
2026-05-05 13:02:42.197000+00:00,77.37880789399941
2026-05-05 13:02:52.197000+00:00,69.5855668453476
2026-05-05 13:03:02.197000+00:00,61.546154615461546
2026-05-05 13:03:12.197000+00:00,53.14531453145314
2026-05-05 13:03:22.197000+00:00,46.56186247449898
2026-05-05 13:03:32.197000+00:00,39.181567262690514
2026-05-05 13:03:42.197000+00:00,32.8013120524821
2026-05-05 13:03:52.197000+00:00,25.66051321026423
2026-05-05 13:04:02.197000+00:00,21.160846433857376
2026-05-05 13:04:12.197000+00:00,17.90035800716018
2026-05-05 13:04:22.197000+00:00,17.140342806856125
2026-05-05 13:04:32.197000+00:00,20.440817632705304
2026-05-05 13:04:42.197000+00:00,38.54154146165844
2026-05-05 13:04:52.197000+00:00,61.581231624632494
2026-05-05 13:05:02.197000+00:00,82.48329913196525
2026-05-05 13:05:12.197000+00:00,103.34413376535063
2026-05-05 13:05:22.197000+00:00,122.242444848897
2026-05-05 13:05:32.197000+00:00,126.46758825529535
2026-05-05 13:05:42.197000+00:00,124.72498899956
2026-05-05 13:05:52.197000+00:00,109.68438757550301
2026-05-05 13:06:02.197000+00:00,89.34536072164335
2026-05-05 13:06:12.197000+00:00,67.88271530861235
2026-05-05 13:06:22.197000+00:00,46.54093081861634
