timestamp,rps
2026-05-25 14:36:09+00:00,0.0
2026-05-25 14:36:24+00:00,3.549152282470282
2026-05-25 14:36:39+00:00,17.459720888995548
2026-05-25 14:36:54+00:00,23.65396493683965
2026-05-25 14:37:09+00:00,34.43900733333334
2026-05-25 14:37:24+00:00,41.939161216775666
2026-05-25 14:37:39+00:00,96.03807923841524
2026-05-25 14:37:54+00:00,142.61714765704684
2026-05-25 14:38:09+00:00,253.47493050138996
2026-05-25 14:38:24+00:00,311.3337733245335
2026-05-25 14:38:39+00:00,403.52807056141125
2026-05-25 14:38:54+00:00,448.3110337793244
2026-05-25 14:39:09+00:00,521.38
2026-05-25 14:39:24+00:00,557.8934736084166
2026-05-25 14:39:39+00:00,629.072581451629
2026-05-25 14:39:54+00:00,662.7132542650853
2026-05-25 14:40:09+00:00,732.3146462929259
2026-05-25 14:40:24+00:00,765.4553091061822
2026-05-25 14:40:39+00:00,779.0755815116304
2026-05-25 14:40:54+00:00,752.2150443008862
2026-05-25 14:41:09+00:00,644.46
2026-05-25 14:41:24+00:00,576.5030601224049
2026-05-25 14:41:39+00:00,389.62
2026-05-25 14:41:54+00:00,277.69332319878384
2026-05-25 14:42:09+00:00,111.9289543163453
2026-05-25 14:42:24+00:00,177.13520107184993
2026-05-25 14:42:39+00:00,436.19531312485003
2026-05-25 14:42:54+00:00,613.4
2026-05-25 14:43:09+00:00,762.2429383051932
2026-05-25 14:43:24+00:00,749.059849575932
2026-05-25 14:43:39+00:00,504.5405448653839
2026-05-25 14:43:54+00:00,380.3971761694298
2026-05-25 14:44:09+00:00,109.15781684366313
2026-05-25 14:44:24+00:00,44.858918304084796
2026-05-25 14:44:39+00:00,18.20546163849155
2026-05-25 14:44:54+00:00,11.14155981837457
2026-05-25 14:45:09+00:00,26.642070291231924
2026-05-25 14:45:24+00:00,40.112217137999146
2026-05-25 14:45:39+00:00,55.27945545709732
2026-05-25 14:45:54+00:00,57.248014722061086
2026-05-25 14:46:09+00:00,48.838008606465166
2026-05-25 14:46:24+00:00,34.96209772586356
2026-05-25 14:46:39+00:00,10.500210004200085
2026-05-25 14:46:54+00:00,0.0
2026-05-25 14:47:09+00:00,0.0
2026-05-25 14:47:24+00:00,0.0
2026-05-25 14:47:39+00:00,0.0
2026-05-25 14:47:54+00:00,3.414269904129499
2026-05-25 14:48:09+00:00,18.73587471749435
2026-05-25 14:48:24+00:00,24.973299465989317
2026-05-25 14:48:39+00:00,33.804094415221634
2026-05-25 14:48:54+00:00,41.28082561651233
2026-05-25 14:49:09+00:00,90.46180923618473
2026-05-25 14:49:24+00:00,136.6772664546709
2026-05-25 14:49:39+00:00,245.6
2026-05-25 14:49:54+00:00,304.41391172176554
2026-05-25 14:50:09+00:00,407.3
2026-05-25 14:50:24+00:00,451.90000000000003
2026-05-25 14:50:39+00:00,525.1905038100763
2026-05-25 14:50:54+00:00,559.8111962239245
2026-05-25 14:51:09+00:00,607.4921498429969
2026-05-25 14:51:24+00:00,645.7329146582932
2026-05-25 14:51:39+00:00,712.9942598851977
