timestamp,value_ms
2026-05-25 14:36:09+00:00,
2026-05-25 14:36:24+00:00,17.74193548387097
2026-05-25 14:36:39+00:00,17.237880496054117
2026-05-25 14:36:54+00:00,17.235054347826086
2026-05-25 14:37:09+00:00,17.234526725716037
2026-05-25 14:37:24+00:00,17.001319261213723
2026-05-25 14:37:39+00:00,16.83011049723757
2026-05-25 14:37:54+00:00,16.84406701506302
2026-05-25 14:38:09+00:00,16.855962829117193
2026-05-25 14:38:24+00:00,16.70937277263008
2026-05-25 14:38:39+00:00,16.688690842040568
2026-05-25 14:38:54+00:00,16.831565967940815
2026-05-25 14:39:09+00:00,16.70331682102089
2026-05-25 14:39:24+00:00,16.766526442307693
2026-05-25 14:39:39+00:00,16.578601519461348
2026-05-25 14:39:54+00:00,16.621231177130426
2026-05-25 14:40:09+00:00,16.78841006826452
2026-05-25 14:40:24+00:00,17.005232509072496
2026-05-25 14:40:39+00:00,17.164859969723185
2026-05-25 14:40:54+00:00,17.00713248483813
2026-05-25 14:41:09+00:00,16.744287324520954
2026-05-25 14:41:24+00:00,16.68109918023323
2026-05-25 14:41:39+00:00,16.696336576989122
2026-05-25 14:41:54+00:00,16.666329830234442
2026-05-25 14:42:09+00:00,16.2767117313563
2026-05-25 14:42:24+00:00,17.568949120304328
2026-05-25 14:42:39+00:00,18.826328310864394
2026-05-25 14:42:54+00:00,18.81849815778701
2026-05-25 14:43:09+00:00,19.35747663551402
2026-05-25 14:43:24+00:00,19.592416800044152
2026-05-25 14:43:39+00:00,19.56802956802957
2026-05-25 14:43:54+00:00,19.15421227986673
2026-05-25 14:44:09+00:00,17.849895031490554
2026-05-25 14:44:24+00:00,16.45908855515277
2026-05-25 14:44:39+00:00,16.63981958762887
2026-05-25 14:44:54+00:00,101.43129770992368
2026-05-25 14:45:09+00:00,175.7563025210084
2026-05-25 14:45:24+00:00,175.5421686746988
2026-05-25 14:45:39+00:00,175.32943923266495
2026-05-25 14:45:54+00:00,175.0321199143469
2026-05-25 14:46:09+00:00,175.0
2026-05-25 14:46:24+00:00,175.0
2026-05-25 14:46:39+00:00,175.0
2026-05-25 14:46:54+00:00,
2026-05-25 14:47:09+00:00,
2026-05-25 14:47:24+00:00,
2026-05-25 14:47:39+00:00,
2026-05-25 14:47:54+00:00,17.365269461077844
2026-05-25 14:48:09+00:00,17.18405215646941
2026-05-25 14:48:24+00:00,17.088186356073216
2026-05-25 14:48:39+00:00,17.040531411375717
2026-05-25 14:48:54+00:00,16.79184549356223
2026-05-25 14:49:09+00:00,16.429393706830393
2026-05-25 14:49:24+00:00,16.28568986151479
2026-05-25 14:49:39+00:00,16.246799623818795
2026-05-25 14:49:54+00:00,16.122998828582585
2026-05-25 14:50:09+00:00,16.3848073977421
2026-05-25 14:50:24+00:00,16.48984682051799
2026-05-25 14:50:39+00:00,16.67355897696908
2026-05-25 14:50:54+00:00,16.52550441617373
2026-05-25 14:51:09+00:00,16.72628491310925
2026-05-25 14:51:24+00:00,16.800880239315067
2026-05-25 14:51:39+00:00,16.909737149173985
2026-05-25 14:51:54+00:00,17.052218895443634
2026-05-25 14:52:09+00:00,17.049473654895845
2026-05-25 14:52:24+00:00,17.023350471293917
2026-05-25 14:52:39+00:00,16.83384680934745
2026-05-25 14:52:54+00:00,16.67470825852783
2026-05-25 14:53:09+00:00,16.676698308320518
2026-05-25 14:53:24+00:00,16.804390725209668
2026-05-25 14:53:39+00:00,16.948772426817754
2026-05-25 14:53:54+00:00,16.961866146581812
2026-05-25 14:54:09+00:00,17.508045977011495
2026-05-25 14:54:24+00:00,17.790712631849757
2026-05-25 14:54:39+00:00,18.519607019900914
2026-05-25 14:54:54+00:00,19.029926108374383
2026-05-25 14:55:09+00:00,19.383102369244522
2026-05-25 14:55:24+00:00,19.315812983919002
2026-05-25 14:55:39+00:00,18.294308357348704
2026-05-25 14:55:54+00:00,16.869747899159663
2026-05-25 14:56:09+00:00,21.55235602094241
2026-05-25 14:56:24+00:00,154.31034482758622
2026-05-25 14:56:39+00:00,175.67737079779226
2026-05-25 14:56:54+00:00,175.58619192357793
2026-05-25 14:57:09+00:00,175.3218884120172
2026-05-25 14:57:24+00:00,175.3372302158273
2026-05-25 14:57:39+00:00,175.0
2026-05-25 14:57:54+00:00,175.0
2026-05-25 14:58:09+00:00,
2026-05-25 14:58:24+00:00,
2026-05-25 14:58:39+00:00,
2026-05-25 14:58:54+00:00,
2026-05-25 14:59:09+00:00,17.695167286245354
2026-05-25 14:59:24+00:00,17.086811352253758
2026-05-25 14:59:39+00:00,17.23709834469328
2026-05-25 14:59:54+00:00,17.23536036036036
2026-05-25 15:00:09+00:00,17.156618313689936
2026-05-25 15:00:24+00:00,16.68328584995252
2026-05-25 15:00:39+00:00,16.115152157336247
2026-05-25 15:00:54+00:00,15.760445138617726
2026-05-25 15:01:09+00:00,16.04163086440969
2026-05-25 15:01:24+00:00,16.024213436962857
2026-05-25 15:01:39+00:00,16.336574278679212
2026-05-25 15:01:54+00:00,16.418095179157127
2026-05-25 15:02:09+00:00,16.812496502322457
2026-05-25 15:02:24+00:00,16.942929241435564
2026-05-25 15:02:39+00:00,16.885883330694952
2026-05-25 15:02:54+00:00,17.036042662743657
2026-05-25 15:03:09+00:00,17.336854312938815
2026-05-25 15:03:24+00:00,17.410588415568498
2026-05-25 15:03:39+00:00,17.21002653034813
2026-05-25 15:03:54+00:00,16.922082120918205
2026-05-25 15:04:09+00:00,16.475757154765216
2026-05-25 15:04:24+00:00,16.29457991749778
2026-05-25 15:04:39+00:00,16.373370155740677
2026-05-25 15:04:54+00:00,16.240554156171285
2026-05-25 15:05:09+00:00,17.421753120124805
2026-05-25 15:05:24+00:00,17.524094063222822
2026-05-25 15:05:39+00:00,17.69311969839774
2026-05-25 15:05:54+00:00,17.85995299407317
2026-05-25 15:06:09+00:00,17.897637116246987
2026-05-25 15:06:24+00:00,17.725409836065577
2026-05-25 15:06:39+00:00,17.619246442648137
2026-05-25 15:06:54+00:00,17.44263131055584
2026-05-25 15:07:09+00:00,17.321034025629697
2026-05-25 15:07:24+00:00,19.170765987350666
2026-05-25 15:07:39+00:00,175.52775605942145
2026-05-25 15:07:54+00:00,175.3859348198971
2026-05-25 15:08:09+00:00,175.28833831695857
2026-05-25 15:08:24+00:00,175.28833831695857
2026-05-25 15:08:39+00:00,175.0
2026-05-25 15:08:54+00:00,175.0
2026-05-25 15:09:09+00:00,175.0
2026-05-25 15:09:24+00:00,
2026-05-25 15:09:39+00:00,
2026-05-25 15:09:54+00:00,
2026-05-25 15:10:09+00:00,
2026-05-25 15:10:24+00:00,16.946308724832214
2026-05-25 15:10:39+00:00,17.0
2026-05-25 15:10:54+00:00,17.03125
2026-05-25 15:11:09+00:00,16.995514361885878
2026-05-25 15:11:24+00:00,16.872698579694895
2026-05-25 15:11:39+00:00,16.434659090909093
2026-05-25 15:11:54+00:00,16.202613176297387
2026-05-25 15:12:09+00:00,16.264963283371895
2026-05-25 15:12:24+00:00,15.999497108373145
2026-05-25 15:12:39+00:00,16.018471010774757
2026-05-25 15:12:54+00:00,16.18084358523726
2026-05-25 15:13:09+00:00,16.30439465747523
2026-05-25 15:13:24+00:00,16.339854413102824
2026-05-25 15:13:39+00:00,16.25812716372541
2026-05-25 15:13:54+00:00,16.561637005216326
2026-05-25 15:14:09+00:00,16.84487435051142
2026-05-25 15:14:24+00:00,17.08931050439611
2026-05-25 15:14:39+00:00,17.190100938551446
2026-05-25 15:14:54+00:00,17.1302140709203
2026-05-25 15:15:09+00:00,16.652626362735383
2026-05-25 15:15:24+00:00,16.335174953959484
2026-05-25 15:15:39+00:00,16.191994332270635
2026-05-25 15:15:54+00:00,16.24152341901908
2026-05-25 15:16:09+00:00,16.524348714455986
2026-05-25 15:16:24+00:00,16.960267420371782
2026-05-25 15:16:39+00:00,17.473125159969285
2026-05-25 15:16:54+00:00,17.54875088104002
2026-05-25 15:17:09+00:00,17.742476270692283
2026-05-25 15:17:24+00:00,17.801626416954168
2026-05-25 15:17:39+00:00,17.660709666293005
2026-05-25 15:17:54+00:00,17.58588570489288
2026-05-25 15:18:09+00:00,17.107664233576642
2026-05-25 15:18:24+00:00,17.107700690156193
2026-05-25 15:18:39+00:00,22.813071297989033
2026-05-25 15:18:54+00:00,158.162100456621
2026-05-25 15:19:09+00:00,175.0
2026-05-25 15:19:24+00:00,175.0
2026-05-25 15:19:39+00:00,175.0
2026-05-25 15:19:54+00:00,175.0
2026-05-25 15:20:09+00:00,175.0
2026-05-25 15:20:24+00:00,175.0
2026-05-25 15:20:39+00:00,
2026-05-25 15:20:54+00:00,
2026-05-25 15:21:09+00:00,
